"Data Source","World Development Indicators",

"Last Updated Date","2016-08-10",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015",
"Latin America & Caribbean (excluding high income)","LAC","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","303.811387437132","320.469996790048","345.753534316758","358.71790423629","371.351526516723","401.36620249674","446.217037263738","474.55204183404","509.620138279293","552.945832466956","626.368633751506","767.251455143097","961.25221390921","1152.51644165945","1272.17135382311","1328.25417684783","1468.07437890401","1712.76219727598","2006.66671216562","2165.9603924965","2044.36543783829","1771.00851939436","1671.43920654632","1639.59820278413","1684.16704340047","1775.37661698474","1882.05805042692","2085.00391296887","2177.44372543119","2496.92061811943","2603.6494325749","2769.19299667972","2971.3079523573","3179.51117639972","3492.21559045627","3750.55506560932","3724.19196282783","3536.92226667513","3625.14192981875","3545.40820194723","3513.18252899021","3530.60178701577","3883.08155515914","4328.99830590424","4927.14529500759","5802.01885838689","6667.42128795329","6833.44149544021","7669.08997803605","8384.98030261779","9149.80464492623","9341.60609930569","9285.68846383424","8331.14791042733",
"Lao PDR","LAO","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","550","430","250","210","190","210","250","280","310","350","380","370","310","290","280","310","320","340","390","460","510","620","750","890","1000","1120","1300","1490","1640","1730",
"Lebanon","LBN","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1360","1780","1830","2230","2840","3610","4210","4520","4970","5330","5470","5300","4990","4460","5600","5740","5650","6250","6960","7840","8450","8670","8490","8170","8120","7930",
"Liberia","LBR","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","160","160","190","200","210","220","230","240","250","260","280","290","340","370","410","430","470","520","520","500","440","360","360","360","350","360","390","280","","","","","","","","120","130","120","150","130","120","80","90","120","130","160","180","220","250","320","340","370","370","380",
"Libya","LBY","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5180","5170","5150","6860","8570","10330","12070","11940","12250","4660","10860","10520","7820","6030",
"St. Lucia","LCA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","1150","1190","1490","1430","1730","1900","2170","2330","2730","2830","3180","3270","3370","3540","3720","3700","3800","4010","4410","4300","4390","4660","5210","5360","6030","6250","6600","6730","6600","6900","6960","7110","7260","7390",
"Latin America & Caribbean","LCN","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","387.265200229118","409.666083453234","440.762570651894","462.157425310315","487.219791211329","501.706003513287","537.821944985881","572.32566152575","608.42523964223","665.458524725603","731.624796832555","893.789846808704","1129.08759295109","1302.18886700479","1371.23912539346","1412.66453704592","1545.15829832298","1815.37562360301","2123.67771161492","2275.18289650574","2134.91956287008","1889.31636666784","1796.93047234754","1751.44692609993","1821.93849741321","1957.53032498978","2088.12221263947","2201.40817104097","2309.33732069837","2658.26312201671","2946.20732416459","3164.25504344982","3390.26173977471","3585.63415347278","3914.12755697972","4190.17928377771","4157.96599620427","3956.33537198038","4033.4657353971","3928.59046148631","3674.01896353289","3667.13604711998","4020.3759740324","4546.67845295931","5202.7531878552","6111.90923585953","7023.62715362386","7211.12378414611","8075.0388682886","8857.3622354085","9697.80151301985","9990.157661148","9897.20997612863","8918.74587360543",
"Least developed countries: UN classification","LDC","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","326.140768155438","341.527777244165","328.168104587616","316.621502624605","317.899406490587","298.069954298996","284.764763390289","259.549300494859","268.591272814567","279.270458523837","290.885358651307","289.579032801659","288.919513127016","294.694508847012","297.613232014248","304.958843687289","326.205397181391","373.718756451598","427.264605741895","483.149319000783","559.212258864451","651.2420955241","716.564201539982","760.637792029763","803.866505569732","869.223913212642","932.031107504251","967.101432514164","963.722614156756",
"Low income","LIC","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","304.687724527894","297.667977732956","292.782191947453","287.426743765657","270.499683192594","256.288883048452","223.931745922281","221.467934838895","230.524078818151","238.010723775645","232.99400810113","230.280087891173","230.109290121749","228.359529850275","230.437431586075","240.657170812875","273.364536630271","306.067003315541","331.341534770217","369.46783340555","417.895564686446","468.865489017789","501.951091115619","529.019219753035","564.120740992609","601.014780253548","628.65274969532","619.629691693212",
"Liechtenstein","LIE","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","5120","6500","8210","10150","11190","12370","14760","18520","22620","22630","20340","18790","19030","19750","22890","31210","41550","43690","45550","47660","54440","56810","62120","70160","78640","80120","77530","78470","78630","68010","64840","68220","78410","92360","103560","111510","121040","115530","","","","","","",
"Sri Lanka","LKA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","130","130","130","150","160","160","170","170","170","190","210","250","280","260","260","250","270","280","310","320","320","340","380","410","440","460","450","470","500","560","600","640","700","750","800","820","840","880","830","850","950","1070","1220","1370","1570","1810","2020","2430","2860","3360","3490","3650","3800",
"Lower middle income","LMC","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","123.67293789377","123.752386565371","134.099034974511","144.340616598864","150.79555982016","158.564748553062","180.927747010993","221.078989231536","260.101693332599","274.635196308303","291.06245519967","322.322929736532","359.892295001169","426.182881280731","462.078781936219","453.111863484837","426.936412696748","408.363857129348","407.551273227082","421.52752178547","459.159785426303","497.681040837417","493.836891024712","489.856066687929","466.399049262065","474.702805609426","469.074275198404","484.349284583498","518.633560092327","563.972289393599","582.182921515646","542.062856438509","547.434267785299","554.44191034796","572.568247466339","581.564647310233","648.322747833301","755.557420201319","858.272137344914","962.60169807377","1109.46044490275","1268.71440157743","1381.08681608886","1531.40685330662","1685.98955508299","1893.62597248783","1990.7198659039","2042.4760512064","2034.54250801116",
"Low & middle income","LMY","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","122.282665316743","131.589835459101","144.264314351479","155.15252499406","160.498454258476","162.636693231185","168.118259333032","183.112595905978","199.115702795899","209.448875150579","227.730450811207","272.379615713084","335.81251402827","400.057873559745","426.445012440544","447.196580322459","485.09701070702","555.59886564077","638.460263563491","685.721889521116","670.72945820961","622.88392274723","612.186402467942","625.548939845643","656.329003770949","704.373077752726","745.345904454574","760.33600996401","791.608688073307","829.169846154222","846.906577469634","865.05090272101","890.569684757284","955.887400907149","1045.19659368266","1107.08464175451","1066.92565505466","1048.90443363816","1085.99930521782","1097.0649214932","1133.66041399691","1241.41689958068","1450.53817731175","1686.11040335765","1946.58345344205","2306.05904625036","2712.89310006126","2921.04168795088","3272.58068189129","3625.24702025553","4095.95946018312","4404.53026313074","4547.38401313402","4422.69691438995",
"Lesotho","LSO","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","80","80","80","80","90","90","100","150","220","230","280","320","340","410","450","530","620","550","490","400","390","420","500","520","550","570","640","640","660","660","680","680","610","600","580","640","580","640","750","910","980","1020","1070","1090","1160","1370","1460","1550","1330","",
"Late-demographic dividend","LTE","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","132.613605591837","144.821175555795","161.43766158876","176.97343919216","189.044667784192","185.69075108945","190.381861552329","210.84498949259","234.223504909509","249.734725242949","273.858055557083","334.306418446941","402.495328583929","462.53246620363","477.183898612267","510.24219915465","558.695314954035","646.803790111604","725.801828400394","743.469161273841","720.530833291865","672.267570309476","687.169767088278","712.971906547658","779.751492761023","848.379743371092","920.957878945361","997.153329181211","1020.49818583604","1137.85455351078","1152.84658166548","1174.72010711557","1215.41833071804","1373.61161559039","1571.58198640057","1709.07370967223","1652.94420348003","1587.90808956952","1627.68299342989","1640.08221651488","1717.10970029906","1911.72759644428","2263.26880004873","2675.29002528773","3168.11469499263","3849.35460735473","4662.88430866352","5086.87610326261","5751.40831850323","6473.26883916321","7415.49475479041","8170.12695292415","8571.15977082474","8371.12488238547",
"Lithuania","LTU","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2600","2860","2990","3220","3460","3820","4680","6020","7580","8800","10610","12640","12430","12430","13220","14080","15270","15930","15000",
"Luxembourg","LUX","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","1630","1680","1870","1920","2020","2070","2240","2560","2680","3000","3700","4750","6250","7200","7720","8230","9670","11740","14040","14050","13540","12240","11850","11910","14160","18230","23600","26040","28580","32080","35570","36540","37710","41750","44530","46430","42400","42050","42250","41470","40190","43180","55890","66390","60170","74290","78950","69520","79520","75650","73980","73510","80560","77000",
"Latvia","LVA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3000","3310","3590","3930","4680","5850","7360","8850","11050","13240","13860","12600","13140","13790","14920","15350","14900",
"Macao SAR, China","MAC","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","4540","4420","5010","6150","7120","7690","8530","9550","11960","13700","15490","16870","17070","16990","15470","14500","14640","15960","16600","18240","22880","24760","27080","35430","34940","37090","45890","55220","61900","71620","76300","",
"St. Martin (French part)","MAF","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","220","240","250","270","290","350","440","530","570","600","640","780","970","960","940","780","720","680","770","860","1070","1100","1150","1230","1270","1220","1340","1290","1500","1450","1450","1400","1380","1390","1370","1540","1840","2070","2250","2390","2710","2900","2950","3020","3000","3120","3080","3040",
"Monaco","MCO","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","15850","20160","24700","28350","29870","32490","36450","44230","52790","52490","47400","40860","38120","37590","43370","55330","71190","75270","79560","82520","91310","89570","92240","97020","101110","99660","95040","92450","90840","86410","84050","94140","113040","128380","137470","161310","186710","","","","","","","",
"Moldova","MDA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","630","640","460","470","480","500","460","400","370","400","460","570","730","890","1030","1160","1500","1570","1820","1990","2140","2470","2560","2220",
"Madagascar","MDG","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","130","130","140","140","150","160","170","170","180","180","190","210","260","310","300","310","310","390","460","430","390","360","320","300","300","280","260","230","240","220","230","240","240","230","240","250","250","240","250","260","230","280","290","290","280","330","400","410","420","420","430","440","450","420",
"Maldives","MDV","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3400","3940","3560","4220","4030","4870","5000","5360","5840","5950","6000","6470","6670",
"Middle East & North Africa","MEA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2422.14731784764","2649.66040321416","2804.53536883467","2792.89424317989","2756.08368916799","2889.52249167434","2975.1917321794","2974.72361318199","3199.1642433018","3638.50645013382","4169.02714503374","4751.14768063423","5478.21819175031","6364.39715152265","6571.39181483169","6943.30026395147","7337.02482266177","8276.98385017567","8791.76710201219","8717.37265793949","8206.54937110652",
"Mexico","MEX","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","360","390","440","470","510","550","610","630","680","720","810","970","1190","1430","1500","1440","1550","1850","2460","3090","2760","2220","2040","2130","1940","1910","2000","2300","2750","3200","3700","4460","5200","4570","4320","4310","4610","5080","5750","6240","6580","6860","7390","7720","8280","9080","9580","8690","8840","9080","9770","9910","10080","9710",
"Marshall Islands","MHL","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3040","2640","2520","2530","2620","2850","2970","2970","3090","3320","3570","3620","3760","3750","3690","3720","3880","3940","4250","4390","",
"Middle income","MIC","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","126.419704222786","136.254246127577","149.668172786259","161.068447615356","166.570995827007","168.667783396387","174.45230216842","190.325821374172","207.125997135339","218.019398997328","237.140025473629","284.014402356106","350.314008915452","417.725981758268","445.76124033533","467.824603170502","507.822120226916","581.45279470053","668.136112686033","718.120072217828","702.998329299119","653.680035432303","643.305651586618","657.945445847757","689.874442334433","739.934751597085","782.683404703384","799.639251260201","834.035717204577","875.584223823756","896.449027132753","917.650937871634","948.394084159466","1020.18185991127","1117.25628860536","1184.82121334074","1142.50188732103","1124.08357338124","1165.57556931509","1178.96270464645","1220.04468423566","1338.45969530504","1566.38137463173","1823.94425838334","2110.24716908465","2505.16954202159","2952.42582804319","3181.20462319558","3571.00873849132","3963.94253313253","4488.33542799775","4833.85143419509","4996.78987387996","4865.7313646727",
"Macedonia, FYR","MKD","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1670","1400","1350","1720","2110","2140","1940","1830","1860","1810","1840","2110","2590","3010","3340","3610","4350","4630","4720","4820","4750","5010","5190","5140",
"Mali","MLI","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","60","60","70","80","90","100","120","140","160","170","220","250","240","200","170","160","180","200","240","290","290","290","320","330","320","280","270","270","280","280","290","280","300","300","360","380","450","520","560","640","710","730","760","790","820","820","790",
"Malta","MLT","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","1090","1260","1560","1990","2120","2320","2660","3300","4280","4670","4550","3940","3830","3690","4000","4930","6260","6910","7600","8080","8870","8720","8760","9290","9910","10270","9940","10380","10510","10160","10310","11300","12940","14390","15300","16590","19230","18810","20090","20100","20000","21000","","",
"Myanmar","MMR","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1280","",
"Middle East & North Africa (excluding high income)","MNA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1253.378161143","1394.53453573951","1485.85372972817","1522.92585814239","1532.41226675393","1581.37433532485","1616.41793359961","1621.76051257002","1732.99417253761","1909.75922079614","2165.65274492795","2430.32461406691","2843.60361741199","3350.87538778288","3662.88918409193","3962.9165325489","4081.03835531591","4562.28717067151","4770.88435356459","4598.46084922369","",
"Montenegro","MNE","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1960","2440","3100","3660","4310","5230","6500","6710","6890","7240","7000","7330","7320","7240",
"Mongolia","MNG","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","1440","1320","1230","1350","1520","1690","1590","1430","1200","810","510","430","460","550","580","520","480","470","480","530","610","760","900","1120","1410","1800","1790","2000","2600","3670","4370","4260","3830",
"Northern Mariana Islands","MNP","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","290","230","230","260","320","290","230","190","180","200","180","180","160","160","200","230","260","280","280","270","240","270","310","350","370","400","440","480","460","480","520","590","620","580",
"Mauritania","MRT","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","190","180","190","190","190","230","320","340","350","370","380","430","480","480","440","420","400","380","400","440","490","510","490","540","610","640","570","590","650","580","550","560","510","470","470","510","590","690","830","920","1060","1090","1140","1210","1330","1420","1370","",
"Mauritius","MUS","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","1020","1230","1250","1280","1190","1070","1030","1060","1250","1630","2070","2230","2440","2620","2990","3120","3230","3470","3780","3900","3780","3640","3870","3900","3890","4260","5040","5420","5660","6190","7050","7420","7970","8320","9010","9670","9720","9610",
"Malawi","MWI","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","50","50","50","60","60","60","60","60","60","70","80","100","120","130","130","130","160","180","190","190","180","170","170","160","150","150","160","160","180","210","200","220","160","160","170","200","200","180","160","140","170","220","300","300","310","330","370","400","440","480","450","400","360","350",
"Malaysia","MYS","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","240","250","270","300","320","330","340","340","360","380","430","570","740","850","910","970","1120","1440","1790","1920","1850","1790","1940","1900","1840","1940","2120","2240","2370","2530","2850","3200","3560","4000","4450","4570","3600","3350","3420","3520","3760","4130","4710","5250","5830","6620","7520","7620","8280","9080","10200","10850","11120","10570",
"North America","NAC","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","3197.21986614279","3319.6016812941","3504.75103419497","3766.72903689012","4075.75744735516","4249.98794177945","4615.52539600338","4941.6087539823","5226.64890285763","5573.80400059645","6175.31430343368","7188.63308551053","7926.85177488068","8477.86982598668","8955.8170870759","9559.32424415708","10682.3903012818","12064.2077793298","13231.5192977414","14193.7368846689","14000.1182119772","14348.3829563783","15920.0915317856","17141.234626597","18696.2757321017","20939.9360623399","23075.0363412861","23445.4489211488","23786.2729614699","24008.0289408418","25321.5540035479","25940.8912435","27054.4957601493","28311.7711663395","29424.2013715813","30382.3712653895","31035.1207024497","32552.0005854946","34750.4080505132","35476.1382266659","36085.5856479145","38509.0156708204","42272.2569123206","45131.9595513675","47064.409099771","47921.4550432795","48882.3624613825","47572.3675018686","48513.1739005267","50130.8644115104","52391.2971019099","53570.1703038392","54144.5190994599","54216.7234964948",
"Namibia","NAM","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","2080","1920","1750","1380","1390","1650","1730","1890","2020","2170","2310","2220","2260","2420","2450","2420","2270","2130","2110","1970","1900","2170","2760","3390","3880","4140","4200","4120","4360","4970","5450","5730","5670","5210",
"New Caledonia","NCL","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","1830","2160","2520","3220","3420","3780","3990","5270","6400","6440","6580","6980","6900","7980","7940","7160","5920","5480","5510","6170","8070","13270","14530","14760","15200","16070","16340","16780","18220","18240","17810","15730","14810","14020","","","","","","","","","","","","","","","",
"Niger","NER","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","150","160","160","170","170","170","160","150","150","160","150","160","210","230","220","230","280","350","410","400","360","290","220","220","250","280","330","330","300","290","280","230","200","190","190","190","200","180","170","170","170","190","220","250","260","280","320","330","360","360","390","400","420","390",
"Nigeria","NGA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","100","110","110","110","110","100","100","120","170","180","200","220","340","400","510","560","550","640","760","760","730","550","420","370","280","240","280","270","290","270","270","190","170","170","230","280","270","","270","310","350","410","610","660","840","970","1160","1160","1460","1720","2470","2680","2970","2820",
"Nicaragua","NIC","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","140","150","170","200","230","290","290","310","310","320","330","380","510","570","600","680","650","500","600","660","680","690","710","690","760","860","680","370","310","220","240","300","450","620","880","890","890","930","970","980","970","1010","1100","1180","1210","1300","1410","1410","1480","1600","1700","1790","1870","1940",
"Netherlands","NLD","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","1220","1310","1460","1700","1840","2000","2230","2480","2800","3180","3800","5010","6290","7540","8240","8980","10330","12600","14640","13830","12190","10930","10590","10200","11540","14530","18340","19290","20060","21010","23230","23730","25050","27340","29400","29490","27930","28370","28560","27180","26800","30700","37300","42390","46080","49390","52460","53520","53530","54120","52500","52470","51250","48940",
"Norway","NOR","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","1610","1710","1860","2050","2240","2470","2630","2850","3120","3580","4230","5320","6750","8380","9150","9960","11110","13110","15650","16420","15750","14940","15150","15710","17550","20830","23970","25080","26510","27830","30790","30220","30860","32700","35800","37920","36110","35550","36560","38250","39900","44760","54110","63790","69980","78400","87350","87840","88430","90270","99100","104130","105810","93820",
"Nepal","NPL","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","50","50","50","50","70","80","80","70","70","70","80","90","100","110","120","120","120","130","140","160","160","150","160","160","170","180","210","210","210","210","200","190","200","210","210","220","210","220","230","240","240","260","290","310","340","380","440","490","540","610","690","720","730","730",
"Nauru","NRU","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"New Zealand","NZL","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","6530","7670","8240","7860","7370","7010","6950","7860","10010","12550","13570","13640","12160","12050","12360","13400","15270","16720","17160","15760","15040","14070","13800","14210","17010","21510","25520","26380","28020","28290","29390","29340","31850","36440","39170","41370","40080",
"OECD members","OED","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","1483.45600494944","1567.86088915698","1683.77701245943","1823.87682800763","1986.73961971576","2110.84597494391","2312.51270945065","2508.27493699372","2682.99433894549","2911.93776569709","3320.16573379995","4049.90558392619","4722.85761492469","5276.32562918541","5574.50306170771","5957.05021077915","6779.36655595917","8094.86509084455","9321.65278863209","9698.84332837336","9211.12949889677","8812.45753615589","9128.53021120353","9573.0885521774","10733.4245466852","12836.0933316587","15599.4313672964","16447.5090617774","17230.048271807","17899.5388548475","19399.6460682291","19883.0806627971","20848.0639274486","22147.5715703221","23091.6679334278","23174.2599830485","22331.79871261","22629.7327436263","23590.1066944886","23567.3183954694","23453.079872098","25257.8748393539","28823.1496918631","31734.7121094999","33306.6768240811","34603.4840059026","36062.9346710101","35357.2298574723","36209.0678248149","37267.5774020879","38415.1226327897","38892.7431250963","38652.7514112236","37428.0426405822",
"Oman","OMN","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","160","230","280","320","330","360","310","700","1510","2770","2720","2650","3070","3960","5480","6210","6160","6320","6560","5930","5390","5200","5660","5710","6040","6520","6300","6180","6310","6520","6880","6570","6460","7160","8000","8000","8260","9370","10640","11640","14850","18080","18480","18770","17150","18770","19280","18340","16920",
"Other small states","OSS","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5650.81840546046","6784.58215318734","8204.57762569962","9658.12458929245","10925.1473254878","10711.7871849862","11254.1290681602","12246.3410815802","13497.6792378177","14586.4897314375","14767.9761619672","13861.2987807042",
"Pakistan","PAK","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","90","100","100","120","130","140","150","160","180","180","180","160","150","160","190","220","260","300","350","390","400","390","380","380","370","400","430","420","420","420","440","450","450","490","500","490","470","470","490","500","520","560","640","740","820","910","1020","1060","1080","1150","1260","1360","1400","1440",
"Panama","PAN","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","490","520","540","580","620","660","710","760","760","820","880","1000","1120","1260","1250","1260","1450","1630","1700","1980","2280","2220","2230","2470","2520","2880","2410","2240","2310","2400","2640","2840","3000","3030","3240","3400","3680","3720","3880","3820","3970","4120","4520","4880","5170","5900","6510","6650","7010","8350","9510","10530","11430","12050",
"Peru","PER","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","290","300","340","380","460","490","480","480","520","570","630","740","930","1090","1080","940","870","900","1060","1200","1160","960","930","870","880","990","850","830","880","1180","1390","1520","1730","1920","2110","2250","2130","2020","1970","1900","1960","2090","2300","2540","2790","3180","3760","3920","4380","4870","5650","6230","6370","6200",
"Philippines","PHL","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","220","190","170","180","200","210","220","240","220","220","220","260","320","380","420","450","500","590","700","750","740","670","570","520","540","600","660","700","720","720","770","820","920","1020","1160","1230","1200","1180","1220","1220","1180","1260","1400","1520","1650","1900","2240","2490","2750","2640","3000","3340","3500","3540",
"Palau","PLW","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4810","4980","5770","6350","6370","6110","6030","5890","6790","7820","7680","8680","9250","9190","9370","9120","8640","8910","9310","9670","9760","10650","12180",
"Papua New Guinea","PNG","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","130","130","140","160","170","190","200","230","260","270","310","390","490","550","520","530","630","710","790","790","720","680","670","670","710","760","880","890","820","870","920","1080","1130","1040","1020","930","780","690","620","550","510","500","570","700","730","930","1100","1180","1270","1520","1820","2040","2240","",
"Poland","POL","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2070","2450","2780","3220","3810","4240","4380","4450","4690","4750","4930","5550","6260","7320","8420","9950","11900","12440","12710","12920","13290","13510","13690","13370",
"Pre-demographic dividend","PRE","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","326.707994343095","334.113938014345","351.52750088418","390.148249183886","492.500842581801","561.304712186971","666.28218955254","784.305092232256","948.306002475543","1014.72064637487","1124.91394309329","1221.5807072013","1485.45824339043","1607.83184585109","1672.01160350888","1571.14988481616",
"Puerto Rico","PRI","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","820","900","960","1060","1160","1240","1370","1560","1750","1910","2100","2380","2590","2660","2650","2740","2980","3390","3720","3890","3770","3670","3970","4280","4740","5320","5830","5980","6150","6360","6700","7050","7340","7800","8150","8430","8710","9420","10310","11350","11600","12530","13820","14750","15210","15660","16240","16540","16640","17350","18460","19320","","",
"Korea, Dem. People’s Rep.","PRK","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Portugal","PRT","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","410","430","470","520","570","640","730","790","950","1070","1270","1700","2070","2210","2330","2430","2530","2870","3360","3430","3230","2830","2520","2530","3080","4160","5640","6320","7140","8190","9870","10100","10450","11220","12080","12350","12170","12240","12140","11800","11730","13230","16120","18550","19330","20770","22440","22840","22960","22660","21150","21340","21290","20530",
"Paraguay","PRY","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1680","1850","1850","1720","1560","1360","1290","1190","1050","1130","1230","1470","1820","2360","2450","2930","3250","3430","4180","4390","4220",
