Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Indonesia,IDN,"Service imports (BoP, current US$)",BM.GSR.NFSV.CD,,,,,,,,,,,,,,,,,,,,,,4998000000,4862000000,4311000000,4239000000,5135000000,4256000000,4440000000,4606000000,5439000000,6056000000,6564000000,8100000000,9846000000,11416000000,13540000000,15139000000,16607000000,12088211673,12376063498,15637083130,15880142609,17044883633,17400415710,20856309281,22196827494,21560945150,24578378119,28470106457,23152014904,26460993705,31691424917,34224433076,35014565016,33540622407,
Indonesia,IDN,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,990320000,960870000,872228637,1085450000,1327681814,1530107289,1616459043,1787966703,1800089222,1736373354,1861866472,
Indonesia,IDN,"Imports of goods, services and primary income (BoP, current US$)",BM.GSR.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,25694000000,26732000000,26318000000,24175000000,22150000000,20142000000,21187000000,23021000000,26858000000,33110000000,37896000000,41356000000,44237000000,49479000000,61641000000,66597000000,71017000000,54129157373,53861672637,66903347017,59488522609,61062217694,64218536131,80384415780,1.01533E+11,1.03991E+11,1.20348E+11,1.54885E+11,1.21192E+11,1.68056E+11,2.18103E+11,2.42169E+11,2.40923E+11,2.33689E+11,
Indonesia,IDN,"Transport services (% of service imports, BoP)",BM.GSR.TRAN.ZS,,,,,,,,,,,,,,,,,,,,,,40.09003601,44.64829288,49.30178613,43.52913423,30.70691334,33.85808271,33.21171171,36.1658706,38.25703254,46.14762219,48.5511883,44.12839506,37.24253504,34.53749124,36.13737075,34.81075368,32.68501234,31.06366764,26.68816441,25.90094191,24.65325686,30.21386526,27.72103934,26.24396328,33.56672887,37.94284733,38.6553171,48.80425986,28.1715555,32.77557571,38.33623713,36.52636962,35.81090205,35.70150869,
Indonesia,IDN,"Travel services (% of service imports, BoP)",BM.GSR.TRVL.ZS,,,,,,,,,,,,,,,,,,,,,,11.92476991,11.55902921,12.1085595,12.1255013,11.50925024,13.39285714,11.50900901,12.85280069,13.27449899,13.80449141,14.76234004,14.39506173,15.63071298,16.64330764,16.04135894,15.8464892,14.51797435,17.38445448,19.01089147,20.44243145,21.44628096,19.2974593,17.71443171,16.81499327,16.1476387,18.69331473,19.9520895,19.50911985,22.96189204,24.1658869,19.7380309,19.78268346,21.91907823,22.90341204,
Indonesia,IDN,"Foreign direct investment, net outflows (BoP, current US$)",BM.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,6000000,,,,,,,,,,,,,356000000,609000000,603000000,600000000,178000000,,,,,,,3408000000,3065000000,2725752968,4675150000,5899730251,2249121696,4185676276,9036543465,7484552620,11111687183,10387533777,6249620000
Indonesia,IDN,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,0.007691006,,,,,,,,,,,,,0.225306688,0.344277576,0.298319861,0.263887438,0.082503335,,,,,,,1.326912224,1.072170848,0.747661386,1.081667967,1.156291483,0.416828151,0.554325078,1.01196597,0.815426294,1.217686934,1.16650023,0.725069463
Indonesia,IDN,"Secondary income, other sectors, payments (BoP, current US$)",BM.TRF.PRVT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,470410000,183980000,1293938074,1199583280,1215732596,1696500000,1988536127,2663153247,2940954802,3416017004,3972368385,4327149512,4146773810,
Indonesia,IDN,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,913221496.6,1178915745,1359066196,1654250000,1971467530,2701592136,2839937799,3163740018,3633613325,3951108963,4119081644,
Indonesia,IDN,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,,,,,,,,,,,,,,,,,,,,,,-566000000,-5324000000,-6338000000,-1856000000,-1923000000,-3911000000,-2098000000,-1397000000,-1108000000,-2988000000,-4260000000,-2780000000,-2106000000,-2792000000,-6431000000,-7663000000,-4889000000,4096965770,5782898397,7992074100,6900901091,7823542185,8106793838,1563009904,277544828.9,10859493594,10491041827,125992416.5,10628489686,5144286802,1685075959,-24418050705,-29109457592,-27515582998,
